term_str,x,y,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf
singing,6.7201715,23.098715,387,203,0.0002586563883668334,11.916675555487643,7,VB,VBG,3,4,0,sing,198,8.241128511732995,1631.743445323133
once,-7.223558,-16.61392,388,202,0.0002573822189660115,11.923799989921026,4,RB,RB,4,4,1,onc,199,8.233860511268956,1638.5382417425224
deal,-3.6515434,-2.4642382,389,202,0.0002573822189660115,11.923799989921026,4,NN,NN,3,5,0,deal,191,8.293056303776856,1583.9737540213796
laughing,3.651583,24.69263,390,200,0.00025483388016436787,11.938155282898096,8,VB,VBG,3,4,0,laugh,195,8.263154818062995,1611.315189522284
though,-13.796361,3.3969796,391,199,0.000253559710763546,11.945386852129172,6,IN,IN,4,6,0,though,195,8.263154818062995,1611.315189522284
sighs,4.7991986,24.423006,392,199,0.000253559710763546,11.945386852129172,5,NN,NNS,2,4,0,sigh,197,8.248433312356228,1624.941362534177
taking,-0.091115355,4.6285396,393,199,0.000253559710763546,11.945386852129172,6,VB,VBG,2,2,0,take,196,8.255775287697398,1618.13195638869
seen,-13.711126,-20.273016,394,198,0.00025228554136272417,11.952654852593211,4,VB,VBN,3,3,0,seen,192,8.28552263109145,1590.8203451695583
lunch,7.4272995,1.5395036,395,198,0.00025228554136272417,11.952654852593211,5,NN,NN,3,6,0,lunch,179,8.38666935454835,1501.2138144641544
hmm,2.477375,23.461308,396,197,0.00025101137196190235,11.959959653216444,3,NN,NN,3,4,0,hmm,190,8.300629523481657,1577.1196094615148
under,24.068594,-4.1958995,397,196,0.00024973720256108047,11.967301628557612,5,IN,IN,2,2,1,under,190,8.300629523481657,1577.1196094615148
sometimes,-15.48232,-3.4881895,398,195,0.00024846303316025865,11.97468115892321,9,RB,RB,3,4,0,sometim,183,8.354785293528563,1528.925708715727
problem,-0.37189114,-11.625479,399,195,0.00024846303316025865,11.97468115892321,7,NN,NN,2,3,0,problem,192,8.28552263109145,1590.8203451695583
creed,11.902323,23.26988,400,194,0.0002471888637594368,11.982098630485693,5,NN,NNP,4,7,0,creed,173,8.43585690417588,1459.4032444224272
exactly,-6.1870933,10.2744465,401,194,0.0002471888637594368,11.982098630485693,7,RB,RB,2,2,0,exactli,193,8.278028094544526,1597.6594222470935
excuse,-27.29584,7.470863,402,190,0.00024209218615614945,12.012155864341873,6,IN,IN,3,5,0,excus,180,8.37863203548293,1508.1537663869274
mom,28.730621,-4.0827074,403,190,0.00024209218615614945,12.012155864341873,3,NN,NN,6,7,0,mom,179,8.38666935454835,1501.2138144641544
family,18.259758,-10.468734,404,190,0.00024209218615614945,12.012155864341873,6,NN,NN,2,3,0,famili,172,8.444220377110508,1452.4059048630074
minutes,13.611744,-28.437418,405,189,0.00024081801675532763,12.019769048451748,7,NN,NNS,1,2,0,minut,174,8.427541635963877,1466.3922446577146
schrute,18.185177,23.068367,406,189,0.00024081801675532763,12.019769048451748,7,NN,NNP,3,4,0,schrute,174,8.427541635963877,1466.3922446577146
eat,-30.110624,-2.3135931,407,188,0.00023954384735450578,12.027422620995182,3,VB,VB,4,7,0,eat,169,8.469605695530422,1431.3633625446414
move,-34.58047,5.344474,408,188,0.00023954384735450578,12.027422620995182,4,VB,VB,3,6,0,move,176,8.411053513175307,1480.3454183188542
saw,-16.046686,-14.688738,409,187,0.00023826967795368393,12.035117012785184,3,VB,VBD,3,6,0,saw,175,8.419274019980277,1473.3729534965485
bring,-34.337067,0.8762762,410,187,0.00023826967795368393,12.035117012785184,5,VB,VB,2,5,0,bring,181,8.3706392447294,1515.0857032960214
hit,-30.26643,0.46635166,411,186,0.0002369955085528621,12.042852661564789,3,VB,VB,4,8,0,hit,171,8.452632616926708,1445.400177494467
working,-1.4775687,6.692146,412,186,0.0002369955085528621,12.042852661564789,7,VB,VBG,3,4,0,work,183,8.354785293528563,1528.925708715727
four,13.20205,-27.58133,413,186,0.0002369955085528621,12.042852661564789,4,CD,CD,2,3,0,four,180,8.37863203548293,1508.1537663869274
high,18.99727,-14.023338,414,186,0.0002369955085528621,12.042852661564789,4,JJ,JJ,4,6,0,high,170,8.461094195674903,1438.3860132647335
true,-7.5297704,7.530294,415,185,0.00023572133915204026,12.050630012156509,4,JJ,JJ,2,3,0,true,175,8.419274019980277,1473.3729534965485
bye,-2.3965087,25.913761,416,184,0.0002344471697512184,12.058449516615807,3,NN,NN,3,4,0,bye,158,8.566704383635502,1353.5392926144093
kids,7.047489,-19.464506,417,184,0.0002344471697512184,12.058449516615807,4,NN,NNS,2,4,0,kid,166,8.49544570046568,1410.2439862773028
run,-32.91048,3.89736,418,183,0.0002331730003503966,12.066311634388777,3,VB,VB,2,5,0,run,171,8.452632616926708,1445.400177494467
sit,-36.44919,5.4888635,419,183,0.0002331730003503966,12.066311634388777,3,VB,VB,3,7,0,sit,175,8.419274019980277,1473.3729534965485
times,11.220425,-26.831081,420,182,0.00023189883094957474,12.074216832474123,5,NN,NNS,3,5,0,time,173,8.43585690417588,1459.4032444224272
comes,27.566084,12.55491,421,182,0.00023189883094957474,12.074216832474123,5,VB,VBZ,2,4,0,come,177,8.402879581729609,1487.3096859661407
awesome,-5.7732506,7.210084,422,182,0.00023189883094957474,12.074216832474123,7,JJ,JJ,4,5,0,awesom,170,8.461094195674903,1438.3860132647335
turns,24.991533,11.809403,423,181,0.00023062466154875292,12.082165585589614,5,VB,VBZ,2,4,0,turn,177,8.402879581729609,1487.3096859661407
supposed,-16.05375,8.34803,424,181,0.00023062466154875292,12.082165585589614,8,VB,VBN,2,4,0,suppos,176,8.411053513175307,1480.3454183188542
hate,-21.61472,-8.812549,425,180,0.00022935049214793107,12.090158376343146,4,VB,VBP,3,7,0,hate,150,8.641666441316724,1296.2499661975087
nope,-5.3733063,20.042393,426,180,0.00022935049214793107,12.090158376343146,4,NN,NN,3,4,0,nope,147,8.67081278697624,1274.6094796855073
food,9.150542,-7.9652014,427,180,0.00022935049214793107,12.090158376343146,4,NN,NN,1,2,0,food,169,8.469605695530422,1431.3633625446414
week,6.4269257,-27.071455,428,179,0.00022807632274710922,12.098195695408563,4,NN,NN,2,3,0,week,167,8.486780839338554,1417.2924001695385
kidding,-9.819201,10.356696,429,178,0.0002268021533462874,12.106278041706423,7,VB,VBG,2,3,0,kid,172,8.444220377110508,1452.4059048630074
ten,14.336482,-27.688293,430,177,0.00022552798394546555,12.114405922589823,3,JJ,JJ,6,11,0,ten,171,8.452632616926708,1445.400177494467
wo,-27.360355,-12.6806965,431,177,0.00022552798394546555,12.114405922589823,2,MD,MD,4,4,0,wo,160,8.548557036925244,1367.769125908039
few,16.763233,-26.877136,432,174,0.00022170547574300003,12.139067976824093,3,JJ,JJ,1,1,1,few,168,8.478167709033846,1424.3321751176861
different,4.46538,-17.133692,433,173,0.0002204313063421782,12.147383245036096,9,JJ,JJ,2,3,0,differ,168,8.478167709033846,1424.3321751176861
yet,-15.523693,-0.9823087,434,172,0.00021915713694135636,12.155746717970722,3,RB,RB,2,2,0,yet,169,8.469605695530422,1431.3633625446414
couple,16.724327,-26.844334,435,171,0.0002178829675405345,12.164158957786922,6,NN,NN,2,3,0,coupl,165,8.50416291756679,1403.1868813985202
knew,-18.694807,-8.80209,436,170,0.00021660879813971268,12.172620536535119,4,VB,VBD,2,4,0,knew,156,8.585082912950357,1339.2729344202558
turn,-33.38162,5.362726,437,169,0.00021533462873889083,12.181132036390636,4,VB,VB,2,4,0,turn,154,8.603698591117704,1324.9695830321264
warehouse,18.88955,-4.5878882,438,168,0.00021406045933806899,12.18969404989406,9,NN,NN,4,6,0,warehous,158,8.566704383635502,1353.5392926144093
yep,1.2953717,22.380226,439,168,0.00021406045933806899,12.18969404989406,3,NN,NN,3,4,0,yep,159,8.55760217652825,1360.6587460679918
em,-21.927898,7.1499357,440,167,0.00021278628993724716,12.198307180198768,2,PR,PRP,8,13,0,em,148,8.661031766183656,1281.8327013951812
robert,9.429162,24.295038,441,167,0.00021278628993724716,12.198307180198768,6,NN,NNP,1,2,0,robert,159,8.55760217652825,1360.6587460679918
wish,-19.864721,-7.3144736,442,167,0.00021278628993724716,12.198307180198768,4,VB,VBP,3,5,0,wish,159,8.55760217652825,1360.6587460679918
corporate,6.167317,-0.25633323,443,167,0.00021278628993724716,12.198307180198768,9,JJ,JJ,3,3,0,corpor,161,8.539568253697988,1374.870488845376
branch,14.502075,-16.609625,444,166,0.0002115121205364253,12.206972041325896,6,NN,NN,1,2,0,branch,158,8.566704383635502,1353.5392926144093
playing,3.2985425,9.201649,445,166,0.0002115121205364253,12.206972041325896,7,VB,VBG,2,3,0,play,160,8.548557036925244,1367.769125908039
until,9.3585825,5.208417,446,166,0.0002115121205364253,12.206972041325896,5,IN,IN,1,1,1,until,163,8.521756977581529,1389.046387345789
yourself,-21.946653,7.0175066,447,166,0.0002115121205364253,12.206972041325896,8,PR,PRP,3,3,1,yourself,157,8.575864382920978,1346.4107081185934
came,-13.390075,-15.644812,448,166,0.0002115121205364253,12.206972041325896,4,VB,VBD,1,1,0,came,158,8.566704383635502,1353.5392926144093
birthday,29.762205,-3.438387,449,166,0.0002115121205364253,12.206972041325896,8,NN,NN,2,3,0,birthday,140,8.741202114867638,1223.7682960814693
open,21.916761,9.4101515,450,164,0.00020896378173478164,12.224459468054736,4,VB,JJ,4,5,0,open,152,8.62255761836902,1310.628757992091
buy,-33.09762,-1.2914073,451,163,0.0002076896123339598,12.233283318441742,3,VB,VB,2,3,0,buy,154,8.603698591117704,1324.9695830321264
front,22.651745,-11.202215,452,163,0.0002076896123339598,12.233283318441742,5,NN,NN,4,5,0,front,156,8.585082912950357,1339.2729344202558
must,-24.732162,-16.163067,453,163,0.0002076896123339598,12.233283318441742,4,MD,MD,3,3,0,must,157,8.575864382920978,1346.4107081185934
leaves,18.469168,19.018806,454,162,0.00020641544293313797,12.242161469788195,6,VB,VBZ,2,2,0,leav,160,8.548557036925244,1367.769125908039
took,-17.024006,-16.58762,455,162,0.00020641544293313797,12.242161469788195,4,VB,VBD,3,5,0,took,157,8.575864382920978,1346.4107081185934
line,18.160122,-0.2710171,456,161,0.00020514127353231612,12.251094594558204,4,NN,NN,1,2,0,line,140,8.741202114867638,1223.7682960814693
walk,-33.45996,6.710972,457,161,0.00020514127353231612,12.251094594558204,4,VB,VB,3,6,0,walk,157,8.575864382920978,1346.4107081185934
hell,-4.9536233,11.386426,458,159,0.00020259293473067245,12.269128517388465,4,NN,NN,4,6,0,hell,156,8.585082912950357,1339.2729344202558
read,-30.473034,-1.6465076,459,159,0.00020259293473067245,12.269128517388465,4,VB,VB,3,6,0,read,149,8.651316611350444,1289.0461750912161
perfect,-7.068721,-0.31338844,460,159,0.00020259293473067245,12.269128517388465,7,JJ,JJ,3,5,0,perfect,153,8.613097289119954,1317.803885235353
school,18.238901,-14.00607,461,159,0.00020259293473067245,12.269128517388465,6,NN,NN,1,2,0,school,145,8.690576041797671,1260.1335260606622
house,24.805956,-1.1170529,462,159,0.00020259293473067245,12.269128517388465,5,NN,NN,1,2,0,hous,148,8.661031766183656,1281.8327013951812
movie,2.7284653,-8.175927,463,159,0.00020259293473067245,12.269128517388465,5,NN,NN,1,2,0,movi,149,8.651316611350444,1289.0461750912161
holds,25.847979,16.332006,464,158,0.0002013187653298506,12.278230724495717,5,VB,VBZ,2,2,0,hold,154,8.603698591117704,1324.9695830321264
such,-4.1688623,-4.4220448,465,158,0.0002013187653298506,12.278230724495717,4,JJ,JJ,3,3,1,such,156,8.585082912950357,1339.2729344202558
hope,-19.96867,-8.724513,466,157,0.00020004459592902878,12.287390723781193,4,VB,VBP,3,5,0,hope,153,8.613097289119954,1317.803885235353
women,9.237222,-18.50542,467,156,0.00019877042652820693,12.296609253810573,5,NN,NNS,1,2,0,women,139,8.751544059089099,1216.4646242133847
gay,-8.287217,4.303399,468,156,0.00019877042652820693,12.296609253810573,3,JJ,JJ,5,9,0,gay,133,8.815202696311417,1172.4219586094184
started,-12.126157,-14.372868,469,154,0.00019622208772656326,12.31522493197792,7,VB,VBD,3,4,0,start,152,8.62255761836902,1310.628757992091
picture,19.468933,-8.020583,470,153,0.0001949479183257414,12.324623629980168,7,NN,NN,2,3,0,pictur,140,8.741202114867638,1223.7682960814693
set,-30.397245,6.7021832,471,153,0.0001949479183257414,12.324623629980168,3,VB,VB,2,5,0,set,151,8.632080392487527,1303.4441392656165
close,-3.0104437,4.4226427,472,152,0.00019367374892491956,12.334083959229234,5,RB,RB,4,6,0,close,148,8.661031766183656,1281.8327013951812
without,8.803449,-0.6894391,473,152,0.00019367374892491956,12.334083959229234,7,IN,IN,1,1,0,without,148,8.661031766183656,1281.8327013951812
computer,23.157187,0.35221067,474,152,0.00019367374892491956,12.334083959229234,8,NN,NN,1,2,0,comput,136,8.783022290562267,1194.4910315164682
means,-14.518079,-7.73663,475,151,0.00019239957952409774,12.343606733347741,5,VB,VBZ,2,3,0,mean,142,8.720738012307924,1238.3447977477254
hour,8.20098,-13.040662,476,151,0.00019239957952409774,12.343606733347741,4,NN,NN,2,2,0,hour,138,8.761960675034437,1209.1505731547525
nobody,-20.617071,11.918763,477,150,0.00019112541012327589,12.35319278217694,6,NN,NN,1,2,0,nobodi,145,8.690576041797671,1260.1335260606622
sex,-3.9839234,-18.5394,478,150,0.00019112541012327589,12.35319278217694,3,NN,NN,5,7,0,sex,138,8.761960675034437,1209.1505731547525
damn,3.8702443,18.380009,479,150,0.00019112541012327589,12.35319278217694,4,NN,NN,5,7,0,damn,148,8.661031766183656,1281.8327013951812
wedding,18.707548,-11.602288,480,149,0.00018985124072245404,12.36284295221066,7,NN,NN,2,3,0,wed,132,8.826091012454151,1165.044013643948
card,15.482284,-1.4869982,481,148,0.00018857707132163221,12.37255810704387,4,NN,NN,4,5,0,card,134,8.804395941354834,1179.7890561415477
mmhmm,-6.137772,8.973262,482,148,0.00018857707132163221,12.37255810704387,5,NN,NN,1,3,0,mmhmm,145,8.690576041797671,1260.1335260606622
box,20.693232,1.4650712,483,147,0.00018730290192081037,12.382339127836456,3,NN,NN,4,5,0,box,137,8.772453048852078,1201.8260676927348
puts,23.86509,13.132626,484,147,0.00018730290192081037,12.382339127836456,4,VB,VBZ,2,4,0,put,145,8.690576041797671,1260.1335260606622
top,21.635927,-9.420441,485,147,0.00018730290192081037,12.382339127836456,3,NN,NN,3,4,0,top,139,8.751544059089099,1216.4646242133847
sound,-19.120079,-2.002265,486,146,0.00018602873251998854,12.392186913792802,5,NN,NN,5,10,0,sound,144,8.700560130370294,1252.8806587733222
side,21.774572,-9.1146145,487,145,0.0001847545631191667,12.402102382657885,4,NN,NN,3,4,0,side,129,8.859257876389352,1142.8442660542264
days,10.958201,-26.658304,488,145,0.0001847545631191667,12.402102382657885,4,NN,NNS,2,5,0,day,134,8.804395941354834,1179.7890561415477
ago,15.174603,-28.47129,489,145,0.0001847545631191667,12.402102382657885,3,RB,RB,3,3,0,ago,143,8.710613795034217,1245.617772689893
pick,-31.234367,7.337065,490,145,0.0001847545631191667,12.402102382657885,4,VB,VB,3,6,0,pick,134,8.804395941354834,1179.7890561415477
six,13.4692,-27.505629,491,145,0.0001847545631191667,12.402102382657885,3,CD,CD,2,3,0,six,137,8.772453048852078,1201.8260676927348
shut,26.556389,16.57037,492,145,0.0001847545631191667,12.402102382657885,4,NN,NNP,5,9,0,shut,128,8.870485131812606,1135.4220968720135
black,5.462199,-9.25739,493,144,0.00018348039371834484,12.412086471230507,5,JJ,JJ,2,3,0,black,134,8.804395941354834,1179.7890561415477
since,-11.016442,-20.849937,494,144,0.00018348039371834484,12.412086471230507,5,IN,IN,1,1,0,sinc,142,8.720738012307924,1238.3447977477254
whatever,-18.764296,0.41611513,495,144,0.00018348039371834484,12.412086471230507,8,WD,WDT,6,7,0,whatev,139,8.751544059089099,1216.4646242133847
date,8.679275,-6.1554565,496,143,0.00018220622431752302,12.42214013589443,4,NN,NN,1,2,0,date,134,8.804395941354834,1179.7890561415477
word,2.302902,-10.169425,497,142,0.00018093205491670117,12.432264353168138,4,NN,NN,1,2,0,word,134,8.804395941354834,1179.7890561415477
wife,27.935936,-3.6877997,498,142,0.00018093205491670117,12.432264353168138,4,NN,NN,1,2,0,wife,133,8.815202696311417,1172.4219586094184
serious,-10.677776,7.6684556,499,142,0.00018093205491670117,12.432264353168138,7,JJ,JJ,1,1,0,seriou,138,8.761960675034437,1209.1505731547525
joke,-13.158999,0.8869721,500,142,0.00018093205491670117,12.432264353168138,4,NN,NN,3,6,0,joke,130,8.848117318784151,1150.2552514419397
happen,-28.694942,-4.684443,501,142,0.00018093205491670117,12.432264353168138,6,VB,VB,3,5,0,happen,138,8.761960675034437,1209.1505731547525
halpert,18.633038,21.10601,502,142,0.00018093205491670117,12.432264353168138,7,NN,NNP,2,3,0,halpert,135,8.793669534761774,1187.1453871928395
table,19.481756,0.47386587,503,141,0.00017965788551587932,12.442460120274026,5,NN,NN,3,3,0,tabl,134,8.804395941354834,1179.7890561415477
roy,9.286319,21.54936,504,141,0.00017965788551587932,12.442460120274026,3,NN,NNP,1,2,0,roy,127,8.88180044504044,1127.988656520136
found,-16.498304,-17.03531,505,141,0.00017965788551587932,12.442460120274026,5,VB,VBD,3,7,0,found,138,8.761960675034437,1209.1505731547525
heart,27.404133,-6.422852,506,141,0.00017965788551587932,12.442460120274026,5,NN,NN,1,2,0,heart,124,8.91628882142573,1105.6198138567906
seriously,-3.5268893,19.598684,507,140,0.0001783837161150575,12.452728455727854,9,RB,RB,1,1,0,serious,138,8.761960675034437,1209.1505731547525
drive,-30.91359,0.6066126,508,140,0.0001783837161150575,12.452728455727854,5,VB,VB,4,6,0,drive,132,8.826091012454151,1165.044013643948
kid,5.9016705,-7.95477,509,140,0.0001783837161150575,12.452728455727854,3,NN,NN,3,7,0,kid,134,8.804395941354834,1179.7890561415477
ya,5.327725,29.214842,510,139,0.00017710954671423565,12.463070399949313,2,NN,NN,7,11,0,ya,130,8.848117318784151,1150.2552514419397
pay,-32.130043,-1.0318873,511,139,0.00017710954671423565,12.463070399949313,3,VB,VB,2,4,0,pay,136,8.783022290562267,1194.4910315164682
half,15.196165,-25.442413,512,139,0.00017710954671423565,12.463070399949313,4,NN,NN,4,5,0,half,126,8.89320520831269,1120.543856247399
definitely,-4.7578645,19.186747,513,138,0.00017583537731341383,12.473487015894651,10,RB,RB,2,2,0,definit,134,8.804395941354834,1179.7890561415477
team,12.397309,-11.102934,514,138,0.00017583537731341383,12.473487015894651,4,NN,NN,3,4,0,team,123,8.927970626473366,1098.140387056224
anybody,-23.438707,11.068443,515,138,0.00017583537731341383,12.473487015894651,7,NN,NN,3,4,0,anybodi,133,8.815202696311417,1172.4219586094184
chair,22.871128,1.6488118,516,138,0.00017583537731341383,12.473487015894651,5,NN,NN,2,3,0,chair,119,8.975667368504663,1068.1044168520548
gone,-10.036989,-19.487295,517,138,0.00017583537731341383,12.473487015894651,4,VB,VBN,2,3,0,gone,129,8.859257876389352,1142.8442660542264
bathroom,19.621191,3.0662932,518,138,0.00017583537731341383,12.473487015894651,8,NN,NN,2,3,0,bathroom,130,8.848117318784151,1150.2552514419397
coffee,19.817509,-2.800333,519,137,0.00017456120791259198,12.483979389712294,6,NN,NN,2,6,0,coffe,130,8.848117318784151,1150.2552514419397
dollars,12.923535,-26.138113,520,137,0.00017456120791259198,12.483979389712294,7,NN,NNS,1,1,0,dollar,118,8.987842082450765,1060.5653657291903
gave,-18.32408,-16.226116,521,137,0.00017456120791259198,12.483979389712294,4,VB,VBD,1,1,0,gave,134,8.804395941354834,1179.7890561415477
lost,-12.565289,-17.77576,522,136,0.00017328703851177013,12.49454863142248,4,VB,VBD,3,5,0,lost,131,8.837062130275156,1157.6551390660454
laugh,6.0228972,12.737642,523,136,0.00017328703851177013,12.49454863142248,5,IN,IN,6,8,0,laugh,131,8.837062130275156,1157.6551390660454
sign,-25.838093,4.1082225,524,136,0.00017328703851177013,12.49454863142248,4,NN,NN,3,6,0,sign,127,8.88180044504044,1127.988656520136
attention,-3.9881718,15.442334,525,135,0.0001720128691109483,12.50519587562199,9,NN,NN,1,2,0,attent,128,8.870485131812606,1135.4220968720135
throw,-34.006493,1.4087114,526,133,0.0001694645303093046,12.52672903717163,5,VB,VB,2,4,0,throw,125,8.904700847150519,1113.0876058938147
sort,23.052868,-17.007004,527,132,0.0001681903609084828,12.537617353314367,4,NN,NN,2,4,0,sort,130,8.848117318784151,1150.2552514419397
terrible,-5.9239078,-2.7156627,528,132,0.0001681903609084828,12.537617353314367,8,JJ,JJ,2,2,0,terribl,124,8.91628882142573,1105.6198138567906
anymore,-14.65516,-2.283891,529,132,0.0001681903609084828,12.537617353314367,7,RB,RB,4,5,0,anymor,130,8.848117318784151,1150.2552514419397
seems,-11.5002165,-7.8055143,530,131,0.00016691619150766094,12.54858847113537,5,VB,VBZ,3,5,0,seem,129,8.859257876389352,1142.8442660542264
live,-27.285023,-0.6130604,531,131,0.00016691619150766094,12.54858847113537,4,VB,VB,4,5,0,live,124,8.91628882142573,1105.6198138567906
wallace,14.464283,25.569664,532,131,0.00016691619150766094,12.54858847113537,7,NN,NNP,3,4,0,wallac,117,9.000120412229201,1053.0140882308165
sell,-32.76437,-1.3685882,533,131,0.00016691619150766094,12.54858847113537,4,VB,VB,2,3,0,sell,121,8.951621894538011,1083.1462492390992
gift,7.4440875,-6.886564,534,131,0.00016691619150766094,12.54858847113537,4,NN,NN,3,6,0,gift,118,8.987842082450765,1060.5653657291903
case,14.111267,-9.770443,535,131,0.00016691619150766094,12.54858847113537,4,NN,NN,1,2,0,case,123,8.927970626473366,1098.140387056224
easy,-9.923113,-2.8987062,536,131,0.00016691619150766094,12.54858847113537,4,JJ,JJ,3,4,0,easi,128,8.870485131812606,1135.4220968720135
dog,4.2748876,-6.3772926,537,130,0.00016564202210683912,12.559643659644365,3,NN,NN,2,6,0,dog,119,8.975667368504663,1068.1044168520548
needs,-14.609247,-12.645148,538,130,0.00016564202210683912,12.559643659644365,5,VB,VBZ,2,3,0,need,126,8.89320520831269,1120.543856247399
cut,-32.51046,4.550107,539,130,0.00016564202210683912,12.559643659644365,3,VB,VB,2,6,0,cut,121,8.951621894538011,1083.1462492390992
drink,-24.652334,3.411123,540,130,0.00016564202210683912,12.559643659644365,5,NN,NN,3,5,0,drink,125,8.904700847150519,1113.0876058938147
walking,23.930134,10.916171,541,129,0.00016436785270601727,12.570784217249566,7,VB,VBG,2,3,0,walk,127,8.88180044504044,1127.988656520136
behind,21.130615,13.125658,542,129,0.00016436785270601727,12.570784217249566,6,IN,IN,2,2,0,behind,123,8.927970626473366,1098.140387056224
york,15.830455,-14.523502,543,128,0.00016309368330519542,12.58201147267282,4,NN,NNP,1,1,0,york,113,9.050306169397418,1022.6845971419082
dead,-9.264694,6.552007,544,128,0.00016309368330519542,12.58201147267282,4,JJ,JJ,2,2,0,dead,116,9.012504136685033,1045.4504798554638
beautiful,-2.147081,-3.3356612,545,127,0.0001618195139043736,12.593326785900654,9,JJ,JJ,2,4,0,beauti,117,9.000120412229201,1053.0140882308165
mmm,2.1362407,22.34826,546,127,0.0001618195139043736,12.593326785900654,3,NN,NN,2,3,0,mmm,118,8.987842082450765,1060.5653657291903
asked,-18.907204,-15.283993,547,127,0.0001618195139043736,12.593326785900654,5,VB,VBD,1,3,0,ask,123,8.927970626473366,1098.140387056224
hangs,25.691607,17.051079,548,127,0.0001618195139043736,12.593326785900654,5,VB,VBZ,2,2,0,hang,125,8.904700847150519,1113.0876058938147
matter,-18.631418,-2.3494127,549,126,0.00016054534450355175,12.604731549172904,6,NN,NN,2,2,0,matter,122,8.939747794249719,1090.6492308984657
order,-3.4154525,-13.70945,550,126,0.00016054534450355175,12.604731549172904,5,NN,NN,2,3,0,order,122,8.939747794249719,1090.6492308984657
sitting,13.636124,6.0196114,551,126,0.00016054534450355175,12.604731549172904,7,VB,VBG,3,3,0,sit,125,8.904700847150519,1113.0876058938147
eyes,25.49749,-2.4158573,552,126,0.00016054534450355175,12.604731549172904,4,NN,NNS,2,5,0,eye,119,8.975667368504663,1068.1044168520548
calling,-8.559261,9.468779,553,126,0.00016054534450355175,12.604731549172904,7,VB,VBG,3,3,0,call,124,8.91628882142573,1105.6198138567906
months,14.235559,-28.139952,554,126,0.00016054534450355175,12.604731549172904,6,NN,NNS,1,2,0,month,123,8.927970626473366,1098.140387056224
miss,-25.142365,-4.561297,555,126,0.00016054534450355175,12.604731549172904,4,VB,VB,3,6,0,miss,120,8.963594536204088,1075.6313443444906
knows,-14.604141,-9.728696,556,126,0.00016054534450355175,12.604731549172904,5,VB,VBZ,3,4,0,know,124,8.91628882142573,1105.6198138567906
absolutely,-4.5848746,19.141508,557,125,0.0001592711751027299,12.616227188010733,10,RB,RB,2,2,0,absolut,125,8.904700847150519,1113.0876058938147
plan,3.2319503,-11.450733,558,125,0.0001592711751027299,12.616227188010733,4,NN,NN,2,4,0,plan,110,9.089125418287946,999.8037960116741
hours,13.885313,-27.135025,559,124,0.00015799700570190807,12.627815162285945,5,NN,NNS,1,2,0,hour,121,8.951621894538011,1083.1462492390992
throws,22.974943,14.657957,560,123,0.00015672283630108622,12.63949696733358,6,VB,VBZ,2,2,0,throw,117,9.000120412229201,1053.0140882308165
outside,17.58716,6.3939457,561,123,0.00015672283630108622,12.63949696733358,7,IN,IN,6,7,0,outsid,120,8.963594536204088,1075.6313443444906
amazing,-5.873613,6.961503,562,122,0.0001554486669002644,12.651274135109933,7,JJ,JJ,3,4,0,amaz,121,8.951621894538011,1083.1462492390992
sense,0.8978632,-19.468313,563,122,0.0001554486669002644,12.651274135109933,5,NN,NN,1,2,0,sens,121,8.951621894538011,1083.1462492390992
tomorrow,5.35037,7.8249545,564,122,0.0001554486669002644,12.651274135109933,8,NN,NN,1,2,0,tomorrow,119,8.975667368504663,1068.1044168520548
news,-4.393122,-6.6938243,565,122,0.0001554486669002644,12.651274135109933,4,NN,NN,1,3,0,news,111,9.0760692654625,1007.4436884663376
group,15.705892,1.2015096,566,122,0.0001554486669002644,12.651274135109933,5,NN,NN,1,2,0,group,117,9.000120412229201,1053.0140882308165
whispering,5.8607883,23.287575,567,122,0.0001554486669002644,12.651274135109933,10,VB,VBG,2,2,0,whisper,120,8.963594536204088,1075.6313443444906
story,0.49885795,-6.8927984,568,122,0.0001554486669002644,12.651274135109933,5,NN,NN,1,2,0,stori,114,9.037595117647864,1030.2858434118566
change,-30.903769,-0.6138005,569,122,0.0001554486669002644,12.651274135109933,6,VB,VB,2,4,0,chang,119,8.975667368504663,1068.1044168520548
mine,-5.9160056,-0.99523246,570,122,0.0001554486669002644,12.651274135109933,4,NN,NN,5,7,0,mine,120,8.963594536204088,1075.6313443444906
lets,-15.176548,16.79904,571,121,0.00015417449749944255,12.663148235398225,4,NN,NNP,5,10,0,let,112,9.063130209755002,1015.0705834925602
raise,-24.504309,5.2591863,572,121,0.00015417449749944255,12.663148235398225,5,NN,NN,2,4,0,rais,106,9.142564677249407,969.1118557884371
boy,-2.9642289,-1.316011,573,120,0.0001529003280986207,12.675120877064302,3,NN,NN,5,8,0,boy,117,9.000120412229201,1053.0140882308165
telling,-9.161662,9.922731,574,120,0.0001529003280986207,12.675120877064302,7,VB,VBG,2,2,0,tell,114,9.037595117647864,1030.2858434118566
excited,-5.7331824,2.7341573,575,120,0.0001529003280986207,12.675120877064302,7,JJ,JJ,2,3,0,excit,118,8.987842082450765,1060.5653657291903
list,19.947083,-7.0742464,576,120,0.0001529003280986207,12.675120877064302,4,NN,NN,3,5,0,list,104,9.170045413671513,953.6847230218374
parking,10.319468,-24.426712,577,119,0.00015162615869779888,12.687193709364877,7,NN,NN,3,3,0,park,117,9.000120412229201,1053.0140882308165
